Product Name,Original Price,Final Price,Discount,Ratings,Total Reviews,Company
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,"74,999","41,999",44% off,4.0,504 Ratings & 45 Reviews,Acer
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"84,999","54,990",35% off,4.3,"1,820 Ratings & 133 Reviews",Acer
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-MB Th...,"24,990","11,990",52% off,3.3,"2,122 Ratings & 301 Reviews",Ultimus
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"49,126","33,990",30% off,4.3,"4,551 Ratings & 326 Reviews",DELL
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,"44,567","26,690",40% off,4.2,"1,916 Ratings & 170 Reviews",Lenovo
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,"64,990","35,990",44% off,4.1,"1,175 Ratings & 158 Reviews",Infinix
HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,"93,261","76,990",17% off,4.1,267 Ratings & 20 Reviews,HP
DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,"49,169","35,990",26% off,4.1,98 Ratings & 6 Reviews,DELL
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,"61,990","36,990",40% off,4.4,"3,472 Ratings & 374 Reviews",ASUS
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"65,768","50,990",44% off,4.3,323 Ratings & 30 Reviews,ASUS
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"72,990","36,749",42% off,4.1,741 Ratings & 54 Reviews,Lenovo
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"51,999","41,990",42% off,4.0,235 Ratings & 25 Reviews,Acer
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin an...,"79,990","29,990",37% off,3.9,41 Ratings & 5 Reviews,HP
"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Ho...","61,990","49,990",41% off,4.3,57 Ratings & 6 Reviews,Acer
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,"48,529","35,990",29% off,4.2,"2,035 Ratings & 157 Reviews",Lenovo
DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) VN3520HPCNX001ORB1 Thin a...,"78,653","33,990",25% off,4.2,408 Ratings & 35 Reviews,DELL
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...","74,990","58,690",40% off,4.2,655 Ratings & 34 Reviews,DELL
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,"86,990","44,990",31% off,4.4,"2,476 Ratings & 199 Reviews",ASUS
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,,"59,990",52% off,4.3,803 Ratings & 49 Reviews,ASUS
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,"40,490","25,890",36% off,4.1,"2,749 Ratings & 238 Reviews",Lenovo
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L...,"69,999","51,990",25% off,4.4,65 Ratings & 6 Reviews,Acer
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"59,990","34,990",41% off,4.0,873 Ratings & 76 Reviews,Acer
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-MB Th...,"24,990","11,990",52% off,3.3,"2,122 Ratings & 301 Reviews",Ultimus
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,"44,100","32,990",25% off,4.3,840 Ratings & 58 Reviews,Acer
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,"40,528","25,990",35% off,4.1,655 Ratings & 31 Reviews,HP
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,"54,990","36,990",32% off,4.3,"12,142 Ratings & 950 Reviews",ASUS
Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,"35,999","20,990",41% off,3.9,14 Ratings & 1 Reviews,Ultimus
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"80,090","57,990",27% off,4.2,"1,244 Ratings & 95 Reviews",Lenovo
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,"55,990","31,290",44% off,4.1,180 Ratings & 14 Reviews,HP
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"65,768","36,749",44% off,4.1,741 Ratings & 54 Reviews,Lenovo
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,"33,999","16,990",50% off,3.8,"2,167 Ratings & 154 Reviews",Acer
CHUWI Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X_Pro Laptop,"59,990","32,990",45% off,,,CHUWI
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,"24,990","12,990",48% off,4.2,"3,004 Ratings & 889 Reviews",Primebook
HP 250 G9 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 250 G9 Thin and Light Lapt...,"27,734","23,490",15% off,4.1,38 Ratings & 2 Reviews,HP
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...,"40,528","25,490",37% off,4.2,122 Ratings & 10 Reviews,HP
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,"44,990","24,990",44% off,3.8,73 Ratings & 19 Reviews,Thomson
Apple 2020 Macbook Air Apple M1 - (16 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"1,09,900","1,02,990",6% off,4.7,919 Ratings & 93 Reviews,Apple
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,"1,11,890","82,690",26% off,4.4,141 Ratings & 25 Reviews,Lenovo
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,"74,990","45,949",38% off,,,ASUS
HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop,"30,900","23,390",24% off,3.5,128 Ratings & 11 Reviews,HP
"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home...","67,000","46,990",29% off,4.3,56 Ratings & 6 Reviews,Acer
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,"83,990","39,990",52% off,4.4,872 Ratings & 134 Reviews,ASUS
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,"53,990","34,200",36% off,3.7,50 Ratings & 4 Reviews,HP
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,"42,890","31,990",25% off,4.1,36 Ratings & 5 Reviews,Acer
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,"53,990","34,200",36% off,3.7,50 Ratings & 4 Reviews,HP
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"48,827","37,490",23% off,4.1,310 Ratings & 26 Reviews,DELL
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,"35,999","22,400",37% off,3.7,570 Ratings & 43 Reviews,Acer
DELL Inspiron 5440 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thi...,"77,768","62,990",19% off,4.6,5 Ratings & 1 Reviews,DELL
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"79,999","52,990",33% off,4.3,"1,820 Ratings & 133 Reviews",Acer
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","54,990","32,700",40% off,4.3,"12,142 Ratings & 950 Reviews",ASUS
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,"59,990","32,990",45% off,4.1,142 Ratings & 58 Reviews,Thomson
Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,"63,990","49,990",21% off,4.2,351 Ratings & 37 Reviews,Acer
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"64,990","46,990",27% off,3.7,203 Ratings & 11 Reviews,Acer
DELL Inspiron 3535 MSO 2024 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 0IN3535100...,"48,982","37,490",23% off,4.1,7 Ratings & 0 Reviews,DELL
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,"47,990","30,990",35% off,4.3,109 Ratings & 14 Reviews,MSI
HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...,"83,705","67,990",18% off,4.3,"1,286 Ratings & 84 Reviews",HP
MSI Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1205IN Thin and L...,"44,990","28,990",35% off,4.6,15 Ratings & 1 Reviews,MSI
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS Thin and Ligh...,"72,990","53,899",26% off,3.8,11 Ratings & 0 Reviews,ASUS
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and...,"54,990","36,990",32% off,4.1,"1,457 Ratings & 189 Reviews",Acer
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,"59,990","38,990",35% off,4.1,"1,457 Ratings & 189 Reviews",Acer
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"75,990","58,990",22% off,4.3,778 Ratings & 62 Reviews,ASUS
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"1,04,490","70,371",32% off,4.3,"1,466 Ratings & 131 Reviews",Lenovo
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,"58,187","30,300",47% off,4.1,477 Ratings & 24 Reviews,Lenovo
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"84,999","54,990",35% off,4.3,"1,820 Ratings & 133 Reviews",Acer
DELL Inspiron 5630 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5630 Lap...,"77,768","63,490",18% off,5.0,7 Ratings & 2 Reviews,DELL
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,"72,500","32,900",54% off,4.0,10 Ratings & 1 Reviews,HP
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"87,390","57,990",33% off,4.3,384 Ratings & 24 Reviews,Lenovo
DELL Vostro 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,"56,490","38,990",30% off,4.1,64 Ratings & 8 Reviews,DELL
Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light...,"61,990","36,990",40% off,4.2,"4,227 Ratings & 376 Reviews",Lenovo
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,"74,990","44,990",40% off,4.4,"3,472 Ratings & 374 Reviews",ASUS
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,"74,109","53,522",27% off,4.4,"2,476 Ratings & 199 Reviews",ASUS
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home) In...,"50,990","29,989",41% off,4.3,187 Ratings & 7 Reviews,DELL
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,"86,990","59,990",31% off,4.3,145 Ratings & 11 Reviews,ASUS
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"1,08,799","64,990",40% off,4.3,803 Ratings & 49 Reviews,ASUS
Acer Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light L...,"20,990","14,990",28% off,4.4,101 Ratings & 22 Reviews,Acer
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"70,990","33,700",52% off,4.1,"1,400 Ratings & 392 Reviews",Primebook
DELL Latitude 3540 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,"82,414","72,990",11% off,,,DELL
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"52,990","32,990",37% off,4.4,55 Ratings & 3 Reviews,HP
MSI Modern 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN T...,"61,990","36,990",40% off,4.3,"2,853 Ratings & 313 Reviews",MSI
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322...,"74,990","44,990",40% off,4.4,"3,472 Ratings & 374 Reviews",ASUS
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,"1,28,990","1,02,990",20% off,4.4,"2,476 Ratings & 199 Reviews",ASUS
MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,"61,990","36,990",40% off,5.0,4 Ratings & 0 Reviews,MSI
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,"99,999","64,990",35% off,4.4,"3,472 Ratings & 374 Reviews",ASUS
Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"52,990","36,990",30% off,4.2,164 Ratings & 30 Reviews,Colorful
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,"68,790","50,090",27% off,4.3,"1,786 Ratings & 176 Reviews",MSI
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,"76,990","99,900",20% off,4.3,470 Ratings & 57 Reviews,Lenovo
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0Y3HN/A,"62,990","61,190",39% off,4.6,90 Ratings & 16 Reviews,Apple
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Lapto...,"85,999","37,990",32% off,4.2,835 Ratings & 56 Reviews,HP
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,,"57,990",40% off,,,MSI
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,,,30% off,4.1,29 Ratings & 1 Reviews,ASUS
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,,,37% off,4.4,471 Ratings & 47 Reviews,Acer
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,"64,990","39,990",38% off,4.4,"3,069 Ratings & 339 Reviews",MSI
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW0X3HN/A,"87,499","1,19,900",21% off,4.6,90 Ratings & 16 Reviews,Apple
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"99,590","68,990",18% off,4.3,272 Ratings & 39 Reviews,Acer
Apple MacBook Air Apple M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6C4HN/A,"66,090","1,39,900",30% off,4.6,90 Ratings & 16 Reviews,Apple
HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,"89,999","80,980",33% off,4.6,14 Ratings & 3 Reviews,HP
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"89,999","45,990",35% off,4.2,"2,002 Ratings & 102 Reviews",Lenovo
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"56,831","59,990",22% off,4.3,942 Ratings & 84 Reviews,Acer
Colorful XS Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"69,990","57,990",57% off,4.3,126 Ratings & 29 Reviews,Colorful
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"64,990","43,990",26% off,4.0,24 Ratings & 4 Reviews,HP
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"75,990","29,990",28% off,4.2,283 Ratings & 52 Reviews,Infinix
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,"77,990","47,990",21% off,4.2,160 Ratings & 21 Reviews,MSI
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"62,963","53,989",28% off,3.9,19 Ratings & 4 Reviews,MSI
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"72,190","61,190",39% off,4.3,3 Ratings & 0 Reviews,ASUS
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,"35,999","44,900",31% off,4.2,302 Ratings & 13 Reviews,HP
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and...,"64,999","43,990",30% off,4.0,401 Ratings & 23 Reviews,Lenovo
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,"1,74,890","24,800",37% off,4.0,694 Ratings & 46 Reviews,Lenovo
"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Ho...","29,990","44,990",15% off,4.3,56 Ratings & 6 Reviews,Acer
Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"52,500","1,09,990",20% off,4.6,160 Ratings & 18 Reviews,Lenovo
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"48,890","25,490",38% off,3.8,193 Ratings & 27 Reviews,Acer
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ542WS T...,"86,590","41,810",34% off,,,ASUS
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"79,990","29,990",13% off,4.1,76 Ratings & 6 Reviews,DELL
