Product Name,Original Price,Final Price,Discount,Ratings,Total Reviews,Company,Total Ratings,Total Reviews Extracted
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,74990.0,44990.0,40,4.4,"2,476 Ratings & 199 Reviews",ASUS,2476,199
Acer Aspire Lite Multicolor Backlit AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) A...,60496.0,34590.0,42,4.0,873 Ratings & 76 Reviews,Acer,873,76
ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Th...,85990.0,64990.0,24,0.0,nan,ASUS,0,0
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,59990.0,32990.0,45,4.2,398 Ratings & 49 Reviews,Infinix,398,49
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A325-51 Thin and Light ...,47990.0,30990.0,35,0.0,nan,Acer,0,0
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,73990.0,50990.0,31,4.8,4 Ratings & 0 Reviews,MSI,4,0
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,55990.0,39990.0,28,3.7,3 Ratings & 0 Reviews,MSI,3,0
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and ...,54090.0,31990.0,40,3.9,14 Ratings & 0 Reviews,Lenovo,14,0
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,38746.0,31990.0,17,4.3,"1,619 Ratings & 225 Reviews",DELL,1619,225
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,55990.0,39990.0,28,3.7,3 Ratings & 0 Reviews,MSI,3,0
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and ...,54090.0,31990.0,40,3.9,14 Ratings & 0 Reviews,Lenovo,14,0
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,82690.0,65490.0,20,4.4,684 Ratings & 71 Reviews,Lenovo,684,71
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,38746.0,31990.0,17,4.3,"1,619 Ratings & 225 Reviews",DELL,1619,225
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,137988.0,114990.0,16,0.0,nan,SAMSUNG,0,0
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,74990.0,34490.0,54,0.0,nan,HP,0,0
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Lap...,52273.0,38990.0,25,4.2,223 Ratings & 19 Reviews,HP,223,19
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,68323.0,36900.0,45,4.0,235 Ratings & 25 Reviews,Acer,235,25
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,101999.0,84990.0,16,4.1,88 Ratings & 9 Reviews,Acer,88,9
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,55990.0,41990.0,25,4.2,"2,162 Ratings & 143 Reviews",ASUS,2162,143
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,51997.0,39990.0,23,3.8,26 Ratings & 2 Reviews,DELL,26,2
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,79990.0,47990.0,40,4.3,67 Ratings & 5 Reviews,Infinix,67,5
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82XD003MIN Thin and ...,73990.0,60000.0,18,4.1,98 Ratings & 5 Reviews,Lenovo,98,5
Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,48999.0,30390.0,37,4.2,824 Ratings & 81 Reviews,Acer,824,81
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,79999.0,49990.0,37,4.3,524 Ratings & 61 Reviews,Acer,524,61
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,82896.0,72990.0,11,4.4,89 Ratings & 7 Reviews,HP,89,7
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,87990.0,62490.0,28,4.4,684 Ratings & 71 Reviews,Lenovo,684,71
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDI...,70990.0,54990.0,22,3.8,4 Ratings & 1 Reviews,ASUS,4,1
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,146890.0,89990.0,38,3.9,37 Ratings & 5 Reviews,Lenovo,37,5
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,66000.0,35699.0,45,4.2,17 Ratings & 1 Reviews,Lenovo,17,1
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,256999.0,239990.0,6,4.4,7 Ratings & 1 Reviews,Acer,7,1
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,35999.0,24800.0,31,4.0,694 Ratings & 46 Reviews,Lenovo,694,46
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,89356.0,72990.0,18,4.4,140 Ratings & 10 Reviews,HP,140,10
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,119990.0,94990.0,20,4.5,53 Ratings & 5 Reviews,ASUS,53,5
Lenovo ThinkBook 16 G6 ABP AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 21KKA0G1IN...,89640.0,54989.0,38,4.1,262 Ratings & 30 Reviews,Lenovo,262,30
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,58890.0,32990.0,43,4.2,"1,720 Ratings & 96 Reviews",Lenovo,1720,96
HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,64957.0,41990.0,35,4.0,114 Ratings & 4 Reviews,HP,114,4
MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,83990.0,62990.0,25,0.0,nan,MSI,0,0
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light ...,50990.0,28290.0,44,0.0,nan,HP,0,0
MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,54990.0,38990.0,29,4.3,"1,786 Ratings & 176 Reviews",MSI,1786,176
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,48990.0,32990.0,32,4.3,"1,657 Ratings & 182 Reviews",MSI,1657,182
Lenovo V15 Intel Core i3 12th Gen - (8 GB/512 GB SSD/DOS/512 MB Graphics) V15 Laptop,53632.0,29990.0,44,4.0,72 Ratings & 2 Reviews,Lenovo,72,2
ASUS Vivobook 15 Intel Pentium Dual Core 7505 - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ122WS Thin...,40990.0,26990.0,34,4.0,46 Ratings & 5 Reviews,ASUS,46,5
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,95746.0,79990.0,16,4.1,72 Ratings & 3 Reviews,HP,72,3
DELL Vostro 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and...,62415.0,50990.0,18,0.0,nan,DELL,0,0
HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,93261.0,76990.0,17,4.1,267 Ratings & 20 Reviews,HP,267,20
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s- eq1561AU Thin and Light Laptop,42999.0,26970.0,37,3.7,66 Ratings & 4 Reviews,HP,66,4
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...",51355.0,40800.0,20,4.1,97 Ratings & 11 Reviews,DELL,97,11
Acer AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,59990.0,39990.0,33,0.0,nan,Acer,0,0
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,44990.0,20990.0,53,4.1,388 Ratings & 66 Reviews,CHUWI,388,66
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-816IN ...,66990.0,49990.0,25,4.2,160 Ratings & 21 Reviews,MSI,160,21
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,68990.0,52990.0,23,4.2,160 Ratings & 21 Reviews,MSI,160,21
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,52990.0,42990.0,18,4.4,193 Ratings & 21 Reviews,MSI,193,21
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,48990.0,31990.0,34,4.1,91 Ratings & 10 Reviews,MSI,91,10
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,37690.0,25990.0,31,4.1,396 Ratings & 20 Reviews,Lenovo,396,20
HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,88862.0,73990.0,16,4.4,334 Ratings & 25 Reviews,HP,334,25
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...",50917.0,37990.0,25,4.1,97 Ratings & 11 Reviews,DELL,97,11
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,96136.0,74990.0,21,4.2,495 Ratings & 38 Reviews,HP,495,38
SAMSUNG Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 1...,167990.0,139990.0,16,0.0,nan,SAMSUNG,0,0
HP OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,192386.0,125990.0,34,4.2,13 Ratings & 2 Reviews,HP,13,2
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and...,35990.0,18900.0,47,4.3,24 Ratings & 0 Reviews,DELL,24,0
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,54490.0,40190.0,26,4.3,8 Ratings & 2 Reviews,Lenovo,8,2
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,56490.0,38990.0,30,4.1,127 Ratings & 12 Reviews,Lenovo,127,12
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop,62100.0,45690.0,26,4.3,297 Ratings & 26 Reviews,Lenovo,297,26
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,85990.0,53990.0,37,4.3,"7,386 Ratings & 584 Reviews",ASUS,7386,584
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,43999.0,28990.0,34,4.2,"12,916 Ratings & 955 Reviews",Acer,12916,955
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,52890.0,31990.0,39,4.0,354 Ratings & 20 Reviews,Lenovo,354,20
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,50843.0,37990.0,25,4.2,434 Ratings & 28 Reviews,HP,434,28
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,32999.0,15990.0,51,3.9,397 Ratings & 60 Reviews,Acer,397,60
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,33999.0,17990.0,47,3.9,397 Ratings & 60 Reviews,Acer,397,60
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1022TU Thin and Light Laptop,81894.0,67990.0,16,4.2,22 Ratings & 2 Reviews,HP,22,2
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,111990.0,87990.0,21,4.5,94 Ratings & 6 Reviews,ASUS,94,6
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,93021.0,78490.0,15,3.9,19 Ratings & 2 Reviews,DELL,19,2
HP Pavilion Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Ligh...,78054.0,57990.0,25,4.2,774 Ratings & 64 Reviews,HP,774,64
Lenovo ThinkBook AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G6 Thin...,86130.0,45990.0,46,4.3,317 Ratings & 43 Reviews,Lenovo,317,43
Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,130090.0,83990.0,35,4.5,4 Ratings & 1 Reviews,Lenovo,4,1
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,110990.0,83990.0,24,4.5,81 Ratings & 8 Reviews,ASUS,81,8
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,94990.0,63900.0,32,4.0,29 Ratings & 0 Reviews,MSI,29,0
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,48419.0,31152.0,35,4.2,"1,959 Ratings & 170 Reviews",HP,1959,170
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,43990.0,25490.0,42,4.0,652 Ratings & 68 Reviews,Acer,652,68
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,68718.0,47490.0,30,0.0,nan,DELL,0,0
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MC7A4HN/A,-2775.5555555555557,124900.0,46,4.6,90 Ratings & 16 Reviews,Apple,90,16
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,50990.0,33990.0,33,4.3,"1,448 Ratings & 140 Reviews",ASUS,1448,140
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,121690.0,87390.0,28,4.2,90 Ratings & 6 Reviews,Lenovo,90,6
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,87990.0,74990.0,14,0.0,nan,MSI,0,0
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,82990.0,64990.0,21,4.4,35 Ratings & 0 Reviews,MSI,35,0
MSI Cyborg 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,97990.0,79990.0,18,4.8,17 Ratings & 3 Reviews,MSI,17,3
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,72990.0,52989.0,27,0.0,nan,MSI,0,0
HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...,59899.0,51490.0,14,4.5,"1,717 Ratings & 172 Reviews",HP,1717,172
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,68990.0,52990.0,23,4.5,19 Ratings & 4 Reviews,MSI,19,4
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,142999.0,114990.0,19,4.4,72 Ratings & 10 Reviews,Acer,72,10
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,107690.0,73690.0,31,4.1,514 Ratings & 62 Reviews,Lenovo,514,62
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,95890.0,70690.0,26,3.5,21 Ratings & 1 Reviews,Lenovo,21,1
DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop,73000.0,31999.0,56,4.2,320 Ratings & 26 Reviews,DELL,320,26
HP AMD Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,36990.0,26490.0,28,4.1,"3,942 Ratings & 292 Reviews",HP,3942,292
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072...,78990.0,62990.0,20,4.1,84 Ratings & 9 Reviews,MSI,84,9
Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,45650.0,28090.0,38,3.6,22 Ratings & 4 Reviews,Lenovo,22,4
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,199999.0,188990.0,5,4.0,3 Ratings & 0 Reviews,Acer,3,0
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,44990.0,33990.0,24,4.2,"1,260 Ratings & 92 Reviews",Lenovo,1260,92
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14I...,103790.0,73190.0,29,4.2,335 Ratings & 44 Reviews,Lenovo,335,44
MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,78990.0,42990.0,45,4.2,160 Ratings & 21 Reviews,MSI,160,21
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5006TU Thin and Light Laptop,49691.0,35990.0,27,4.1,592 Ratings & 35 Reviews,HP,592,35
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,79990.0,71900.0,10,4.4,524 Ratings & 45 Reviews,ASUS,524,45
ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,57990.0,36990.0,36,3.9,494 Ratings & 34 Reviews,ASUS,494,34
Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,71400.0,30000.0,57,3.9,67 Ratings & 6 Reviews,Lenovo,67,6
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW1M3HN/A,-5796.0,144900.0,26,0.0,nan,Apple,0,0
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,70990.0,42990.0,39,4.2,"7,481 Ratings & 419 Reviews",ASUS,7481,419
DELL Inspiron 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Lig...,68258.0,55990.0,17,0.0,nan,DELL,0,0
DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,111944.0,90990.0,18,0.0,nan,DELL,0,0
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,82211.0,56499.0,31,4.2,655 Ratings & 34 Reviews,DELL,655,34
ASUS AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,50990.0,31450.0,38,0.0,nan,ASUS,0,0
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,197999.0,179990.0,9,0.0,nan,Acer,0,0
MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,109990.0,61190.0,44,4.4,7 Ratings & 1 Reviews,MSI,7,1
Acer Extensa AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,120000.0,50999.0,27,4.1,185 Ratings & 24 Reviews,Acer,185,24
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,101090.0,86490.0,22,4.5,847 Ratings & 63 Reviews,Lenovo,847,63
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,71072.0,77990.0,30,4.1,293 Ratings & 34 Reviews,Lenovo,293,34
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,58900.0,49299.0,39,4.2,"2,002 Ratings & 102 Reviews",Lenovo,2002,102
HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,42999.0,35499.0,30,4.0,202 Ratings & 10 Reviews,HP,202,10
HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,75059.0,29999.0,18,4.3,703 Ratings & 49 Reviews,HP,703,49
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,43631.0,61490.0,39,4.3,56 Ratings & 3 Reviews,HP,56,3
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Lap...,69990.0,26220.0,45,4.2,"4,539 Ratings & 366 Reviews",HP,4539,366
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,98290.0,37990.0,38,3.6,14 Ratings & 4 Reviews,Thomson,14,4
Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,91790.0,60690.0,29,0.0,nan,Lenovo,0,0
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,54539.0,64690.0,22,4.2,160 Ratings & 18 Reviews,Lenovo,160,18
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14-gr0000TU Thin and Light ...,108999.0,41999.0,46,4.6,48 Ratings & 3 Reviews,HP,48,3
Acer Gaming AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,82990.0,57990.0,57,0.0,nan,Acer,0,0
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,80990.0,35131.0,25,0.0,nan,HP,0,0
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,99155.0,59990.0,17,4.1,126 Ratings & 13 Reviews,MSI,126,13
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,60990.0,81990.0,18,3.5,15 Ratings & 3 Reviews,DELL,15,3
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busine...,-2380.4761904761904,49990.0,22,5.0,2 Ratings & 1 Reviews,MSI,2,1
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,82990.0,35131.0,57,0.0,nan,HP,0,0
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,99155.0,81990.0,17,3.5,15 Ratings & 3 Reviews,DELL,15,3
